transaction_id,customer_id,transaction_date,amount,merchant_category,location,device_type,hour,day_of_week,is_weekend,avg_amount,std_amount,transaction_count,is_fraud,risk_score,alert_date,status,reviewed_by
3883,3839,2025-10-24 23:51:30.443031,190.18716659041868,Online,Domestic,Online,23,4,0,97.7319020437409,130.75148903470412,2,1,0,2025-10-24 23:51:30.443031,Confirmed,Analyst_1
3886,2861,2025-09-28 06:51:08.443031,122.42565689485836,Online,Domestic,POS,6,6,1,87.75790527552277,49.027604517046214,2,1,10,2025-09-28 06:51:08.443031,Confirmed,System
3934,3243,2025-10-14 22:07:18.443031,153.01312641144924,Online,Domestic,Online,22,1,0,84.65801862973287,60.70345255484227,3,1,0,2025-10-14 22:07:18.443031,Pending,Analyst_1
3941,3001,2025-08-07 08:41:39.443031,150.38413575521915,Grocery,Domestic,Mobile,8,3,0,66.14496299813243,58.83959795122468,4,1,0,2025-08-07 08:41:39.443031,Pending,Analyst_1
3973,2931,2025-07-31 01:09:29.443031,195.38768853561587,Travel,Domestic,POS,1,3,0,117.5714290193628,102.4151005042213,4,1,15,2025-07-31 01:09:29.443031,Confirmed,Analyst_2
4003,1197,2025-10-03 04:28:31.443031,213.40480713394047,Retail,Domestic,POS,4,4,0,67.4338636242965,81.31503020337755,6,1,15,2025-10-03 04:28:31.443031,Confirmed,Analyst_2
4096,4143,2025-09-02 20:47:31.443031,119.79961349966722,Retail,Domestic,Online,20,1,0,65.40632149825753,76.92373125051357,2,1,0,2025-09-02 20:47:31.443031,False Positive,Analyst_1
4100,4982,2025-08-11 22:49:09.443031,1.186928255131191,Restaurant,Domestic,POS,22,0,0,39.09140849889115,39.85475160383558,3,1,0,2025-08-11 22:49:09.443031,Confirmed,Analyst_1
4137,2781,2025-09-06 03:34:31.443031,50.19265306908135,Online,International,Online,3,5,1,46.90594943912486,36.9333202200869,7,1,45,2025-09-06 03:34:31.443031,Confirmed,Analyst_1
4140,3696,2025-08-05 04:41:32.443031,73.66118270977675,Retail,International,POS,4,1,0,28.854102885196852,39.20385109910525,3,1,35,2025-08-05 04:41:32.443031,Pending,Analyst_2
4207,1189,2025-08-27 22:58:21.443031,108.00004595332753,Grocery,Domestic,Online,22,2,0,58.04701462556966,45.026220345929445,5,1,0,2025-08-27 22:58:21.443031,Confirmed,Analyst_2
4302,1595,2025-08-29 04:00:15.443031,45.58785690068042,Online,Domestic,POS,4,4,0,27.751841270906905,13.84105235978347,4,1,15,2025-08-29 04:00:15.443031,Pending,System
4310,2750,2025-09-15 13:17:23.443031,148.87458561849866,Restaurant,Domestic,Online,13,0,0,68.1188628712327,72.13130099120526,3,1,0,2025-09-15 13:17:23.443031,Confirmed,Analyst_2
4361,2799,2025-08-08 03:29:46.443031,84.41870778177567,Retail,Domestic,POS,3,4,0,39.74319873769082,23.43116095925286,8,1,15,2025-08-08 03:29:46.443031,Pending,Analyst_1
4390,2986,2025-07-30 19:21:03.443031,23.738215618113557,Online,Domestic,POS,19,2,0,25.80232102687255,20.93925028387931,5,1,0,2025-07-30 19:21:03.443031,Pending,Analyst_1
4404,2031,2025-10-09 00:22:24.443031,37.691137616225966,Retail,International,Mobile,0,3,0,50.75757854352247,53.09329611170935,5,1,35,2025-10-09 00:22:24.443031,Confirmed,Analyst_2
4481,2325,2025-08-27 12:21:09.443031,23.540087144343282,Restaurant,Domestic,Online,12,2,0,62.23238608133258,73.75172018222305,3,1,0,2025-08-27 12:21:09.443031,Pending,System
4490,2830,2025-08-10 05:28:37.443031,53.02230265612754,Grocery,International,POS,5,6,1,38.21671830214046,16.87617568431232,3,1,45,2025-08-10 05:28:37.443031,Confirmed,Analyst_2
4500,3280,2025-09-13 17:07:56.443031,202.81846080118407,Gas Station,Domestic,Online,17,5,1,107.97628997819554,94.13079298095369,3,1,10,2025-09-13 17:07:56.443031,Confirmed,Analyst_2
4540,3150,2025-08-01 00:17:15.443031,36.6410736129099,Restaurant,Domestic,POS,0,4,0,19.635108270837843,24.050066828005114,2,1,15,2025-08-01 00:17:15.443031,Confirmed,Analyst_1
4545,4224,2025-08-18 04:34:03.443031,84.98434505662478,Restaurant,Domestic,POS,4,0,0,29.114619717296126,38.1582548731157,4,1,15,2025-08-18 04:34:03.443031,Pending,Analyst_1
4562,1419,2025-09-08 14:26:06.443031,147.87683683657784,Gas Station,Domestic,POS,14,0,0,93.36372703782705,56.35218436513035,5,1,0,2025-09-08 14:26:06.443031,Pending,System
4571,4808,2025-09-23 01:17:24.443031,29.94483199111675,Restaurant,Domestic,POS,1,1,0,44.997676194782606,31.595536912326907,3,1,15,2025-09-23 01:17:24.443031,Confirmed,Analyst_1
4576,3088,2025-09-25 05:20:28.443031,170.88647456347465,Retail,International,POS,5,3,0,94.28377747717974,108.33257313379623,2,1,35,2025-09-25 05:20:28.443031,Pending,System
4603,1386,2025-10-23 08:50:30.443031,15.863146982017273,Travel,Domestic,POS,8,3,0,32.742833634604345,44.073332115638976,5,1,0,2025-10-23 08:50:30.443031,False Positive,Analyst_2
4636,1374,2025-09-06 04:32:32.443031,21.16973216647074,Grocery,International,Online,4,5,1,35.10627315479173,29.58958326562254,6,1,45,2025-09-06 04:32:32.443031,Pending,System
4645,2474,2025-09-05 02:02:18.443031,42.84454498633763,Online,Domestic,POS,2,4,0,22.303248948801656,21.244500317642018,3,1,15,2025-09-05 02:02:18.443031,Confirmed,Analyst_2
4648,4243,2025-08-23 23:38:27.443031,176.77221928697472,Travel,Domestic,POS,23,5,1,70.45546296322152,72.84792179349697,4,1,10,2025-08-23 23:38:27.443031,Pending,Analyst_2
4650,2064,2025-10-21 03:37:32.443031,107.95541039520484,Online,International,Mobile,3,1,0,69.17174878676985,47.16932072038154,3,1,35,2025-10-21 03:37:32.443031,Confirmed,Analyst_1
4654,4146,2025-08-28 17:58:02.443031,213.5347406473049,Travel,Domestic,POS,17,3,0,110.65087619921047,145.49975645185023,2,1,0,2025-08-28 17:58:02.443031,False Positive,Analyst_2
4661,2403,2025-08-06 00:21:49.443031,31.26039153731743,Restaurant,International,POS,0,2,0,49.151695759171766,38.23913599054685,4,1,35,2025-08-06 00:21:49.443031,Confirmed,Analyst_2
4663,1678,2025-09-10 11:35:32.443031,266.5359353099387,Restaurant,Domestic,POS,11,2,0,184.86418162496813,115.50130172408015,2,1,0,2025-09-10 11:35:32.443031,Confirmed,System
4691,2829,2025-10-22 18:51:33.443031,77.95473673900642,Travel,International,POS,18,2,0,108.35405620598449,33.13774935761147,3,1,20,2025-10-22 18:51:33.443031,Pending,Analyst_1
4727,3172,2025-10-23 17:20:07.443031,238.94187890124908,Restaurant,Domestic,Online,17,3,0,86.32924247321913,90.22028783957208,5,1,0,2025-10-23 17:20:07.443031,False Positive,Analyst_1
4737,4940,2025-08-19 16:55:21.443031,180.40072694302992,Retail,Domestic,POS,16,1,0,105.53973963151084,91.21147374221444,3,1,0,2025-08-19 16:55:21.443031,Confirmed,Analyst_1
4742,1785,2025-08-06 05:07:19.443031,4.089100207155997,Retail,Domestic,POS,5,2,0,4.089100207155997,,1,1,15,2025-08-06 05:07:19.443031,Pending,Analyst_2
4813,4924,2025-09-23 05:08:05.443031,380.5668059191408,Online,International,POS,5,1,0,135.14131547283085,131.61894415350233,6,1,35,2025-09-23 05:08:05.443031,Pending,Analyst_2
4853,2771,2025-08-20 05:01:59.443031,5.805807219786464,Online,International,POS,5,2,0,41.46093523823195,59.10239183271751,4,1,35,2025-08-20 05:01:59.443031,Pending,System
4897,3784,2025-10-10 10:49:26.443031,65.28804890703451,Retail,International,Online,10,4,0,67.84105975175108,3.610502561483761,2,1,20,2025-10-10 10:49:26.443031,Pending,Analyst_1
4935,4374,2025-08-20 17:00:25.443031,210.6811607377428,Grocery,International,POS,17,2,0,71.60137578587243,68.95843762835824,6,1,50,2025-08-20 17:00:25.443031,False Positive,Analyst_1
4939,3311,2025-08-08 05:35:46.443031,26.3687297125026,Online,International,POS,5,4,0,17.147964011570565,13.040131909722742,2,1,35,2025-08-08 05:35:46.443031,Confirmed,Analyst_2
4986,3092,2025-09-21 23:01:25.443031,178.9492494002064,Grocery,Domestic,Online,23,6,1,133.43339033045788,64.36914519950082,2,1,10,2025-09-21 23:01:25.443031,Pending,System
5016,1631,2025-08-20 17:10:27.443031,251.80965958889726,Online,Domestic,POS,17,2,0,146.67492453060794,148.68296819593488,2,1,0,2025-08-20 17:10:27.443031,Confirmed,Analyst_2
5027,4304,2025-10-13 22:43:21.443031,31.678201760831186,Retail,International,Mobile,22,0,0,40.93133892187745,14.982722521369576,6,1,20,2025-10-13 22:43:21.443031,Confirmed,Analyst_1
5053,4085,2025-09-16 01:10:07.443031,21.122571207796003,Travel,International,POS,1,1,0,17.790441162637862,4.712343501453519,2,1,35,2025-09-16 01:10:07.443031,Pending,Analyst_2
5055,3459,2025-09-04 21:33:02.443031,30.59051549185523,Travel,Domestic,POS,21,3,0,15.77030818827054,14.690338822575548,3,1,0,2025-09-04 21:33:02.443031,Pending,System
5108,3624,2025-10-18 09:39:19.443031,167.66555688087098,Gas Station,Domestic,Online,9,5,1,125.71326248990748,59.32950370036931,2,1,10,2025-10-18 09:39:19.443031,Pending,System
5131,1470,2025-10-22 22:10:33.443031,170.53969106958553,Retail,International,POS,22,2,0,127.8854929706004,123.76682962324904,5,1,20,2025-10-22 22:10:33.443031,Confirmed,Analyst_2
5158,1532,2025-10-04 00:08:13.443031,193.7890516213698,Restaurant,Domestic,POS,0,5,1,126.60677046098479,95.01009316817894,2,1,25,2025-10-04 00:08:13.443031,Confirmed,Analyst_1
5181,1872,2025-09-18 00:07:21.443031,191.45189155061652,Retail,International,POS,0,3,0,117.25388557869769,81.5171948398357,3,1,35,2025-09-18 00:07:21.443031,False Positive,Analyst_2
5207,2751,2025-10-05 00:26:41.443031,14.600930619213697,Restaurant,International,POS,0,6,1,17.93820291480895,9.47239753318802,6,1,45,2025-10-05 00:26:41.443031,Confirmed,Analyst_2
5217,1539,2025-08-13 20:28:09.443031,43.370502463309535,Gas Station,Domestic,Mobile,20,2,0,105.86813770633844,88.38500337693822,2,1,0,2025-08-13 20:28:09.443031,Confirmed,System
5248,4209,2025-09-22 21:05:01.443031,158.1052542910363,Online,Domestic,POS,21,0,0,158.1052542910363,,1,1,0,2025-09-22 21:05:01.443031,False Positive,Analyst_2
5258,4607,2025-09-09 00:35:52.443031,34.9812402960404,Travel,International,POS,0,1,0,75.81804677393971,58.355782317497514,3,1,35,2025-09-09 00:35:52.443031,Confirmed,System
5290,2759,2025-09-09 06:36:36.443031,180.5540500746885,Online,International,Online,6,1,0,50.18950108433084,73.61701859939126,5,1,20,2025-09-09 06:36:36.443031,Confirmed,System
5335,2241,2025-09-03 16:19:19.443031,253.9438553415162,Grocery,Domestic,POS,16,2,0,92.13472736238919,140.13183474988196,3,1,0,2025-09-03 16:19:19.443031,Confirmed,Analyst_2
5369,4431,2025-09-21 20:47:16.443031,14.037939292165829,Restaurant,Domestic,Mobile,20,6,1,24.1774291364466,9.03280292492306,3,1,10,2025-09-21 20:47:16.443031,Confirmed,System
5389,4313,2025-10-03 23:45:10.443031,19.136992558645495,Restaurant,International,POS,23,4,0,29.35057141255314,20.72209566485708,3,1,20,2025-10-03 23:45:10.443031,Confirmed,Analyst_2
5418,4661,2025-10-14 06:28:55.443031,152.99869957115965,Online,Domestic,POS,6,1,0,106.7323055864361,65.43056185529304,2,1,0,2025-10-14 06:28:55.443031,Confirmed,Analyst_1
5421,2932,2025-10-05 13:54:49.443031,27.916880187915588,Gas Station,Domestic,POS,13,6,1,15.522802173255783,13.158322526888046,6,1,10,2025-10-05 13:54:49.443031,Confirmed,Analyst_1
5435,4823,2025-10-11 03:43:58.443031,8.675011211342637,Grocery,International,POS,3,5,1,22.36215201706381,22.49497139231661,3,1,45,2025-10-11 03:43:58.443031,Confirmed,System
5445,3319,2025-09-04 09:07:57.443031,177.53848345360768,Retail,Domestic,POS,9,3,0,137.267341681519,56.95199486633748,2,1,0,2025-09-04 09:07:57.443031,False Positive,Analyst_1
5467,3201,2025-08-31 14:47:30.443031,234.43495956087358,Retail,International,POS,14,6,1,77.30641579365968,106.03790958811794,4,1,30,2025-08-31 14:47:30.443031,Confirmed,Analyst_1
5487,1007,2025-09-21 01:39:31.443031,11.683922387059356,Online,International,POS,1,6,1,23.588459918361085,19.190142301729225,3,1,45,2025-09-21 01:39:31.443031,Pending,Analyst_2
5567,2105,2025-08-30 03:47:56.443031,154.3331496461283,Online,Domestic,POS,3,5,1,68.41296287285203,51.4211253059573,5,1,25,2025-08-30 03:47:56.443031,Confirmed,Analyst_2
5579,1314,2025-09-25 13:13:26.443031,10.7225090080279,Grocery,Domestic,Mobile,13,3,0,99.87268275929733,126.07738480696312,2,1,0,2025-09-25 13:13:26.443031,False Positive,Analyst_1
5582,1104,2025-10-04 08:56:34.443031,171.88257782770452,Online,International,POS,8,5,1,69.11695460852019,70.28365991811057,4,1,30,2025-10-04 08:56:34.443031,Confirmed,Analyst_1
5587,4349,2025-09-24 22:28:50.443031,29.266318659178165,Online,International,Online,22,2,0,14.042677122142038,13.192807616249535,3,1,20,2025-09-24 22:28:50.443031,Confirmed,Analyst_2
5604,3450,2025-09-30 02:37:57.443031,0.5608633130978774,Travel,International,Online,2,1,0,7.100326319311989,9.248197274025129,2,1,35,2025-09-30 02:37:57.443031,False Positive,Analyst_2
5626,3600,2025-09-12 14:34:27.443031,9.040189728979817,Travel,Domestic,POS,14,4,0,36.631843139112874,31.483943187522353,3,1,0,2025-09-12 14:34:27.443031,Confirmed,Analyst_1
5628,4218,2025-08-06 09:19:26.443031,13.002514233768286,Travel,Domestic,POS,9,2,0,35.87155440952535,39.07391485058468,6,1,0,2025-08-06 09:19:26.443031,False Positive,System
5653,4075,2025-09-03 00:09:35.443031,21.812882542016133,Travel,Domestic,Mobile,0,2,0,32.7564751921215,15.476577146865521,2,1,15,2025-09-03 00:09:35.443031,Pending,Analyst_2
5666,1180,2025-08-02 22:57:29.443031,159.76284414402312,Travel,Domestic,POS,22,5,1,90.85505530372357,97.45032953109303,2,1,10,2025-08-02 22:57:29.443031,False Positive,Analyst_2
5700,2849,2025-10-18 21:09:07.443031,61.14415820118803,Retail,International,POS,21,5,1,61.14415820118803,,1,1,30,2025-10-18 21:09:07.443031,Pending,Analyst_1
5708,1205,2025-09-21 10:59:08.443031,154.65349004803082,Travel,Domestic,POS,10,6,1,91.98549156113904,88.62593338693895,2,1,10,2025-09-21 10:59:08.443031,Confirmed,Analyst_1
5764,4854,2025-09-23 01:18:49.443031,5.28090956357158,Grocery,International,Online,1,1,0,54.04811698093381,40.091922584878105,10,1,35,2025-09-23 01:18:49.443031,Confirmed,System
5835,3330,2025-10-06 17:33:13.443031,401.3089117890511,Online,Domestic,Online,17,0,0,133.66204123316191,156.1605466796564,5,1,0,2025-10-06 17:33:13.443031,Confirmed,Analyst_2
5867,4062,2025-09-21 04:25:50.443031,44.84771708763115,Travel,International,POS,4,6,1,46.09330432714005,22.984879006672934,3,1,45,2025-09-21 04:25:50.443031,Confirmed,Analyst_1
5869,4250,2025-08-13 20:09:55.443031,22.071870810207855,Travel,Domestic,POS,20,2,0,22.071870810207855,,1,1,0,2025-08-13 20:09:55.443031,Confirmed,Analyst_1
5877,4197,2025-07-31 04:23:21.443031,47.67923158778288,Retail,International,Mobile,4,3,0,29.141829306733285,18.162788184390333,5,1,35,2025-07-31 04:23:21.443031,Pending,System
5880,2924,2025-10-25 02:29:43.443031,102.16930261226777,Restaurant,International,Mobile,2,5,1,67.331607587229,49.26794078622753,2,1,45,2025-10-25 02:29:43.443031,Confirmed,System
5957,2826,2025-09-07 02:52:10.443031,121.29240450261722,Online,Domestic,POS,2,6,1,68.18747313267424,47.76738107560648,3,1,25,2025-09-07 02:52:10.443031,Confirmed,Analyst_2
5962,3633,2025-09-10 12:52:15.443031,26.231170731689797,Retail,Domestic,POS,12,2,0,26.231170731689797,,1,1,0,2025-09-10 12:52:15.443031,Confirmed,Analyst_1
5963,3213,2025-08-21 10:31:39.443031,15.999418591946982,Gas Station,International,POS,10,3,0,22.047540591074696,8.553336158053488,2,1,20,2025-08-21 10:31:39.443031,Pending,Analyst_1
5964,1021,2025-08-18 03:47:31.443031,7.039210096671271,Retail,Domestic,POS,3,0,0,41.14018953991565,64.47936857117601,6,1,15,2025-08-18 03:47:31.443031,Pending,Analyst_2
5985,3849,2025-08-25 22:49:38.443031,227.03136525054148,Gas Station,Domestic,Online,22,0,0,173.58766348890322,134.3842375802313,5,1,0,2025-08-25 22:49:38.443031,Confirmed,System
6019,2813,2025-10-06 00:02:23.443031,56.79674447178355,Gas Station,International,POS,0,0,0,36.99440031147724,28.004743678284832,2,1,35,2025-10-06 00:02:23.443031,Confirmed,Analyst_2
6025,1283,2025-10-24 00:35:06.443031,213.34325894414542,Retail,Domestic,POS,0,4,0,130.52859018681715,117.11762772004903,2,1,15,2025-10-24 00:35:06.443031,False Positive,Analyst_2
6043,4871,2025-10-12 04:16:14.443031,9.900224259717088,Gas Station,Domestic,POS,4,6,1,106.58425047979128,112.1598391352661,4,1,25,2025-10-12 04:16:14.443031,Pending,Analyst_2
6083,2134,2025-08-29 03:21:10.443031,19.807296294739345,Travel,International,POS,3,4,0,59.13541044048402,67.33641425903271,5,1,35,2025-08-29 03:21:10.443031,False Positive,System
6158,1679,2025-09-12 07:45:04.443031,41.43502973792226,Gas Station,Domestic,POS,7,4,0,22.441142596279377,26.861412797895298,2,1,0,2025-09-12 07:45:04.443031,False Positive,System
6165,3139,2025-09-02 04:43:02.443031,71.63778974699974,Retail,International,Online,4,1,0,64.26214821118393,41.26077745087123,5,1,35,2025-09-02 04:43:02.443031,Pending,Analyst_1
6178,1134,2025-08-21 03:07:40.443031,40.35286432015198,Online,International,POS,3,3,0,21.925055723852115,26.06085684170278,2,1,35,2025-08-21 03:07:40.443031,Confirmed,Analyst_1
6274,3719,2025-09-24 18:33:30.443031,229.72220701127745,Restaurant,Domestic,Online,18,2,0,75.89221124236994,88.39152356347995,5,1,0,2025-09-24 18:33:30.443031,Confirmed,Analyst_2
6292,1757,2025-08-16 08:46:40.443031,10.652032465324965,Travel,Domestic,POS,8,5,1,10.811117235818413,3.5283416348682786,3,1,10,2025-08-16 08:46:40.443031,Confirmed,Analyst_1
6318,4198,2025-10-17 01:33:36.443031,194.17146921268724,Restaurant,Domestic,Online,1,4,0,71.7684443848952,70.53987133856091,5,1,15,2025-10-17 01:33:36.443031,Confirmed,System
6337,3222,2025-09-11 01:10:21.443031,48.62744336334193,Gas Station,International,Online,1,3,0,33.79469451151184,28.808946709368605,3,1,35,2025-09-11 01:10:21.443031,Confirmed,Analyst_1
6352,2456,2025-08-08 05:23:49.443031,7.158844356065819,Retail,International,POS,5,4,0,41.182909942880514,48.117294999945045,2,1,35,2025-08-08 05:23:49.443031,Pending,Analyst_1
6390,3072,2025-10-22 00:08:46.443031,39.21209451895287,Travel,International,POS,0,2,0,20.61143466725627,26.30530543135805,2,1,35,2025-10-22 00:08:46.443031,Pending,System
6402,3546,2025-10-24 10:38:25.443031,23.55210725527525,Retail,Domestic,Online,10,4,0,49.35353993764479,27.26825765434446,4,1,0,2025-10-24 10:38:25.443031,Pending,Analyst_1
6416,1138,2025-10-19 17:16:31.443031,177.72065999556602,Online,Domestic,POS,17,6,1,74.16871281643532,65.08845501375232,5,1,10,2025-10-19 17:16:31.443031,Confirmed,System
6461,3998,2025-09-30 09:53:09.443031,8.219440414087492,Gas Station,Domestic,POS,9,1,0,24.89328283904977,24.8589522814858,4,1,0,2025-09-30 09:53:09.443031,Pending,Analyst_1
6479,3952,2025-09-14 02:42:25.443031,17.429793686874294,Restaurant,International,Online,2,6,1,22.699270734569836,16.57190357156228,3,1,45,2025-09-14 02:42:25.443031,False Positive,Analyst_1
6560,3443,2025-08-30 02:44:52.443031,1.8795531111589343,Online,International,POS,2,5,1,21.506075265443936,17.52224704429201,3,1,45,2025-08-30 02:44:52.443031,Confirmed,Analyst_2
6576,3108,2025-10-15 18:21:03.443031,16.39704256672275,Grocery,Domestic,POS,18,2,0,15.215043982865108,1.671598427997268,2,1,0,2025-10-15 18:21:03.443031,Confirmed,Analyst_1
6628,2722,2025-10-24 08:12:16.443031,18.3696209317083,Online,Domestic,Mobile,8,4,0,31.798699024058134,35.86698807059953,5,1,0,2025-10-24 08:12:16.443031,False Positive,Analyst_2
6639,4335,2025-09-24 06:42:06.443031,12.142386944276549,Retail,Domestic,POS,6,2,0,28.462019629328925,26.36324632961586,4,1,0,2025-09-24 06:42:06.443031,Pending,Analyst_1
6664,3828,2025-10-08 15:17:20.443031,97.58143281891253,Retail,Domestic,Mobile,15,2,0,58.25191802998595,32.42093102600565,7,1,0,2025-10-08 15:17:20.443031,Pending,Analyst_2
6688,4427,2025-09-29 02:08:20.443031,23.37746951119782,Restaurant,Domestic,POS,2,0,0,122.25722005263886,142.3731206982008,3,1,15,2025-09-29 02:08:20.443031,False Positive,Analyst_1
6689,2951,2025-08-14 05:39:42.443031,249.32731097259216,Travel,Domestic,Online,5,3,0,130.8064666836361,111.18128509703368,3,1,15,2025-08-14 05:39:42.443031,Confirmed,System
6735,2136,2025-08-02 23:52:30.443031,181.58065022031252,Restaurant,Domestic,Mobile,23,5,1,45.53661702149668,62.22963704833653,7,1,40,2025-08-02 23:52:30.443031,Pending,Analyst_1
6756,4414,2025-09-20 11:10:59.443031,216.8095242015147,Restaurant,Domestic,Mobile,11,5,1,129.4554033529711,103.44153929897212,4,1,10,2025-09-20 11:10:59.443031,Pending,System
6792,1531,2025-10-04 20:41:19.443031,75.69779700316165,Online,International,POS,20,5,1,40.831282607796766,25.486600109849416,4,1,30,2025-10-04 20:41:19.443031,False Positive,System
6801,4020,2025-10-11 07:52:51.443031,226.33719781832582,Online,Domestic,Online,7,5,1,108.53377510479667,83.68202572917113,4,1,10,2025-10-11 07:52:51.443031,Confirmed,Analyst_2
6803,1804,2025-08-15 18:12:37.443031,305.6113267233727,Grocery,Domestic,POS,18,4,0,133.29577833982142,115.30538748245779,4,1,0,2025-08-15 18:12:37.443031,Pending,System
6809,4609,2025-08-15 03:00:54.443031,194.17302544632977,Retail,Domestic,Online,3,4,0,112.7121316527328,56.828725954513914,4,1,15,2025-08-15 03:00:54.443031,False Positive,System
6823,3387,2025-10-18 02:41:02.443031,26.89872848724223,Retail,International,POS,2,5,1,39.24116028422048,17.635104804589417,3,1,45,2025-10-18 02:41:02.443031,Confirmed,Analyst_2
6856,3654,2025-09-15 00:23:25.443031,4.9902789229973274,Retail,International,POS,0,0,0,42.43615162761911,38.12709068109384,3,1,35,2025-09-15 00:23:25.443031,False Positive,Analyst_1
6880,2825,2025-09-29 00:18:25.443031,190.00694795564837,Retail,Domestic,POS,0,0,0,90.09398024710833,88.242846900346,3,1,15,2025-09-29 00:18:25.443031,Pending,Analyst_1
6888,1563,2025-09-28 07:54:44.443031,13.87535477426206,Restaurant,Domestic,POS,7,6,1,12.57305314035402,4.554558959593363,3,1,10,2025-09-28 07:54:44.443031,Confirmed,System
6933,4713,2025-08-17 10:29:04.443031,204.4422947989192,Retail,International,Mobile,10,6,1,101.90165565915032,87.94558318887601,4,1,30,2025-08-17 10:29:04.443031,Pending,Analyst_2
6946,4199,2025-10-04 04:50:15.443031,152.14264543930054,Restaurant,Domestic,Mobile,4,5,1,51.50034832210541,63.030807175411574,5,1,25,2025-10-04 04:50:15.443031,Confirmed,Analyst_1
6959,1990,2025-10-05 13:45:08.443031,158.28965365399478,Retail,International,Online,13,6,1,64.50986339885323,81.46521386685161,3,1,30,2025-10-05 13:45:08.443031,Pending,Analyst_2
7000,4109,2025-09-14 19:01:23.443031,271.40662951362964,Grocery,International,Online,19,6,1,97.37933465939186,150.86758028516016,3,1,30,2025-09-14 19:01:23.443031,Confirmed,Analyst_2
7012,1186,2025-09-03 00:05:09.443031,15.691509931750089,Retail,Domestic,POS,0,2,0,50.9272659894085,48.474417278289735,7,1,15,2025-09-03 00:05:09.443031,Pending,System
7013,3392,2025-09-04 08:00:31.443031,225.8326306152668,Grocery,Domestic,Online,8,3,0,124.94717863640369,142.6735744346478,2,1,0,2025-09-04 08:00:31.443031,Pending,Analyst_2
7039,3533,2025-09-02 04:47:06.443031,55.94966576496908,Retail,International,Mobile,4,1,0,61.12712356114533,7.322031033966767,2,1,35,2025-09-02 04:47:06.443031,False Positive,System
7050,3805,2025-09-04 05:36:17.443031,21.066196702412782,Retail,International,POS,5,3,0,44.23274658371595,42.54871246551308,4,1,35,2025-09-04 05:36:17.443031,Pending,Analyst_2
7059,1071,2025-10-06 10:53:04.443031,221.07016878823003,Retail,Domestic,POS,10,0,0,78.81194444274408,95.29218547582765,4,1,0,2025-10-06 10:53:04.443031,Confirmed,System
7089,4477,2025-08-25 04:35:52.443031,71.91859192484588,Travel,Domestic,POS,4,0,0,71.91859192484588,,1,1,15,2025-08-25 04:35:52.443031,Confirmed,Analyst_1
7099,1336,2025-08-31 15:31:14.443031,204.36642160756526,Gas Station,Domestic,Mobile,15,6,1,128.2664387919331,107.62162779422647,2,1,10,2025-08-31 15:31:14.443031,Confirmed,Analyst_2
7146,3653,2025-09-09 05:05:14.443031,200.11713074307934,Travel,Domestic,POS,5,1,0,109.99983867711195,127.44509664402838,2,1,15,2025-09-09 05:05:14.443031,Confirmed,System
7175,2121,2025-09-15 05:08:21.443031,0.574926606872709,Online,International,Online,5,0,0,6.826683574352631,5.525743881703263,3,1,35,2025-09-15 05:08:21.443031,Confirmed,Analyst_1
7178,4871,2025-10-14 20:55:19.443031,222.79390151287276,Restaurant,Domestic,Online,20,1,0,106.58425047979128,112.1598391352661,4,1,0,2025-10-14 20:55:19.443031,False Positive,System
7217,1498,2025-10-14 06:42:09.443031,212.14322652203603,Retail,International,Online,6,1,0,85.85492463432686,94.37112332300195,4,1,20,2025-10-14 06:42:09.443031,Confirmed,System
7290,1183,2025-08-31 05:38:24.443031,332.21119407423606,Online,Domestic,Online,5,6,1,332.21119407423606,,1,1,25,2025-08-31 05:38:24.443031,False Positive,System
7294,2398,2025-09-13 05:47:51.443031,177.1480574506195,Retail,Domestic,POS,5,5,1,100.52091287397914,108.36714710620875,2,1,25,2025-09-13 05:47:51.443031,Confirmed,System
7296,3796,2025-09-12 18:43:33.443031,53.20007097283982,Travel,International,Online,18,4,0,28.857808088185084,20.79792775731726,4,1,20,2025-09-12 18:43:33.443031,Confirmed,System
7299,3849,2025-07-28 14:42:06.443031,178.85276317212356,Restaurant,International,Online,14,0,0,173.58766348890322,134.3842375802313,5,1,20,2025-07-28 14:42:06.443031,Confirmed,Analyst_2
7306,2096,2025-08-04 10:57:23.443031,190.5998069398614,Retail,Domestic,Mobile,10,0,0,117.77126740101119,96.18244560359487,3,1,0,2025-08-04 10:57:23.443031,Pending,Analyst_1
7323,1104,2025-08-29 00:48:27.443031,20.150175890956,Grocery,International,POS,0,4,0,69.11695460852019,70.28365991811057,4,1,35,2025-08-29 00:48:27.443031,Confirmed,Analyst_1
7333,2494,2025-09-28 19:33:04.443031,319.0606027791378,Gas Station,Domestic,Online,19,6,1,118.15375842545019,174.560080712559,3,1,10,2025-09-28 19:33:04.443031,Confirmed,Analyst_1
7344,4970,2025-09-27 02:15:48.443031,27.657778625216757,Gas Station,Domestic,Online,2,5,1,27.900297795453273,0.21151246987991842,3,1,25,2025-09-27 02:15:48.443031,Confirmed,Analyst_2
7355,4552,2025-09-16 03:11:17.443031,46.49418140013213,Gas Station,Domestic,POS,3,1,0,124.29212529739924,83.9065793796305,3,1,15,2025-09-16 03:11:17.443031,Confirmed,System
