transaction_id,customer_id,transaction_date,amount,merchant_category,location,device_type,hour,day_of_week,is_weekend,avg_amount,std_amount,transaction_count,is_fraud,risk_score
2804,1307,2025-09-24 17:18:04.443031,6.038484747071203,Online,Domestic,POS,17,2,0,54.76754430788551,75.49507652689493,3,0,0
2805,2359,2025-08-11 20:51:53.443031,26.463110908556374,Travel,Domestic,Online,20,0,0,11.703012629882613,13.190150957856021,3,0,0
2806,2969,2025-10-01 21:39:26.443031,52.183062600845275,Retail,Domestic,POS,21,2,0,45.17643703939757,47.82062983737677,6,0,0
2807,3793,2025-09-09 15:43:25.443031,62.25224015888809,Grocery,Domestic,POS,15,1,0,42.45973773277291,27.990825364314478,2,0,0
2808,1891,2025-09-01 23:44:16.443031,9.828164980241954,Restaurant,International,Online,23,0,0,94.8393185856329,75.61900623218234,4,0,20
2809,1374,2025-09-02 02:10:55.443031,4.146702160579071,Gas Station,Domestic,POS,2,1,0,35.10627315479173,29.58958326562254,6,0,15
2810,4079,2025-09-09 01:46:53.443031,141.00249700673803,Online,International,Mobile,1,1,0,70.51552121392992,65.32540672060655,3,0,35
2811,3033,2025-10-10 01:26:37.443031,15.100300773436507,Travel,Domestic,Mobile,1,4,0,33.06162733614011,38.08270111907842,3,0,15
2812,2364,2025-08-04 10:29:02.443031,95.98413005947029,Retail,Domestic,POS,10,0,0,57.412633992528576,44.32490638456767,4,0,0
2813,1128,2025-09-21 16:39:45.443031,99.56840161732603,Retail,Domestic,POS,16,6,1,53.178097028872585,45.4849562675951,4,0,10
2814,2014,2025-08-10 08:10:51.443031,74.03521749864451,Online,International,Online,8,6,1,33.67269913060365,24.167149718305303,5,0,30
2815,2799,2025-09-17 09:03:32.443031,9.246263575109332,Travel,Domestic,Mobile,9,2,0,39.74319873769082,23.43116095925286,8,0,0
2816,3716,2025-09-01 14:23:00.443031,86.24284764176501,Travel,Domestic,POS,14,0,0,130.4312674566172,62.491862602,2,0,0
2817,4423,2025-09-04 14:48:52.443031,73.32114145921433,Restaurant,Domestic,Mobile,14,3,0,47.27252340654584,48.65874328517775,5,0,0
2818,2381,2025-08-27 11:53:57.443031,45.40657918510815,Restaurant,Domestic,Mobile,11,2,0,28.955773474924882,23.26495254730593,2,0,0
2819,1516,2025-09-29 00:54:51.443031,20.564253199856807,Retail,International,POS,0,0,0,65.50997184882321,63.29235676233395,3,0,35
2820,2518,2025-08-24 00:43:20.443031,15.225042881915677,Travel,Domestic,Online,0,6,1,20.053245820344355,6.828110077415466,2,0,25
2821,1085,2025-08-21 04:57:55.443031,6.499125558324794,Travel,Domestic,POS,4,3,0,56.163945005009644,48.631418653347275,3,0,15
2822,2198,2025-08-07 23:40:56.443031,35.64271144508582,Gas Station,International,Online,23,3,0,35.64271144508582,,1,0,20
2823,4873,2025-07-30 11:42:37.443031,44.00527860497481,Restaurant,Domestic,POS,11,2,0,44.00527860497481,,1,0,0
2824,4264,2025-10-07 09:34:29.443031,22.262740415425338,Grocery,Domestic,POS,9,1,0,17.06110218588359,7.356227330776316,2,0,0
2825,3358,2025-08-15 00:51:05.443031,32.252059441142734,Travel,Domestic,Online,0,4,0,74.15451290961738,59.2590179918244,2,0,15
2826,2142,2025-09-14 10:11:05.443031,22.589678754925895,Gas Station,Domestic,POS,10,6,1,22.589678754925895,,1,0,10
2827,4289,2025-09-16 05:45:43.443031,51.222488169790914,Online,Domestic,Online,5,1,0,30.180962370372747,20.617487178682445,5,0,15
2828,3474,2025-09-03 13:04:26.443031,115.7628561528927,Gas Station,Domestic,Mobile,13,2,0,50.05752150356858,57.44866768292052,3,0,0
2829,2993,2025-10-24 16:02:10.443031,8.95156450596143,Restaurant,Domestic,POS,16,4,0,15.363525160620194,15.255060600859787,4,0,0
2830,4485,2025-09-20 12:07:13.443031,24.015533025619007,Online,Domestic,POS,12,5,1,28.235759190695056,16.027555575068764,5,0,10
2831,3161,2025-08-08 09:43:51.443031,7.591670236347356,Online,International,Online,9,4,0,49.61721477404668,54.964037429032196,5,0,20
2832,4216,2025-08-22 09:18:42.443031,49.03396593366631,Online,Domestic,POS,9,4,0,23.10042143448101,16.573509525767214,5,0,0
2833,4609,2025-10-11 05:07:34.443031,65.25793737295041,Restaurant,Domestic,Mobile,5,5,1,112.7121316527328,56.828725954513914,4,0,25
2834,4719,2025-08-22 05:50:49.443031,134.34825262166066,Online,Domestic,POS,5,4,0,57.029874399195236,46.67238526670569,8,0,15
2835,1302,2025-10-04 07:51:18.443031,16.34692619961044,Online,Domestic,Online,7,5,1,23.88945252688498,10.666743026587785,2,0,10
2836,3791,2025-09-09 07:13:11.443031,149.99826688249271,Travel,Domestic,POS,7,1,0,114.20623822799264,38.91251352490804,3,1,0
2837,4952,2025-08-17 19:18:48.443031,3.2676184415250566,Restaurant,Domestic,POS,19,6,1,18.583724955079145,21.660245554219088,2,0,10
2838,1587,2025-09-25 09:06:18.443031,46.19269596092496,Retail,Domestic,POS,9,3,0,48.06799352479257,16.783639064288963,6,0,0
2839,1986,2025-08-24 16:46:13.443031,2.9414873934559167,Online,Domestic,POS,16,6,1,2.9414873934559167,,1,1,10
2840,2863,2025-10-03 08:25:12.443031,112.10940733089419,Travel,Domestic,POS,8,4,0,63.973385945583935,54.40998516734895,5,0,0
2841,1344,2025-10-24 22:52:43.443031,37.730820261341854,Travel,Domestic,Online,22,4,0,70.19162610229161,89.40326943126904,4,0,0
2842,1813,2025-09-13 15:54:26.443031,55.334493850499435,Online,Domestic,POS,15,5,1,21.80445153992156,29.03791529545187,3,0,10
2843,2987,2025-08-16 09:46:38.443031,89.06291774492635,Grocery,Domestic,POS,9,5,1,108.03652178051766,98.43726610370506,3,0,10
2844,3848,2025-08-08 21:05:38.443031,8.144221725151287,Retail,Domestic,POS,21,4,0,87.73267946715434,98.38948923913557,4,0,0
2845,4072,2025-08-10 03:35:53.443031,1.9677973356293048,Grocery,Domestic,Online,3,6,1,41.347584010258984,38.485890365249645,7,0,25
2846,4218,2025-10-18 18:33:26.443031,105.54914751545613,Retail,Domestic,Online,18,5,1,35.87155440952535,39.07391485058468,6,0,10
2847,2310,2025-08-04 03:52:54.443031,18.911948365422838,Retail,Domestic,POS,3,0,0,54.645439181989175,50.534787343722556,2,0,15
2848,2999,2025-09-09 20:39:49.443031,6.904454324767774,Online,Domestic,Mobile,20,1,0,8.822750959546648,4.823907346925352,3,0,0
2849,2677,2025-08-13 17:38:47.443031,31.59895763484491,Online,Domestic,Mobile,17,2,0,48.36163162617046,30.776880875766693,3,0,0
2850,4124,2025-10-23 05:24:07.443031,45.60324313451276,Restaurant,Domestic,POS,5,3,0,63.8949251239678,26.407062179220173,3,0,15
2851,2327,2025-10-05 05:36:01.443031,1.5730165263127858,Travel,Domestic,Online,5,6,1,81.54526958861366,82.9694823344992,6,0,25
2852,2092,2025-09-09 04:30:44.443031,16.071985741875235,Travel,Domestic,POS,4,1,0,111.07617124603564,78.28223069825818,4,0,15
2853,3408,2025-08-05 11:53:43.443031,1.6674924847447963,Online,Domestic,Mobile,11,1,0,28.340670047763314,42.09874398591634,3,0,0
2854,4673,2025-10-14 15:57:38.443031,27.26527999652429,Online,Domestic,Online,15,1,0,18.303931108768488,12.673261134221299,2,0,0
2855,4291,2025-10-02 04:20:18.443031,112.73740203325946,Retail,International,Mobile,4,3,0,53.52305231325291,52.79144624524458,3,0,35
2856,2009,2025-10-18 01:32:07.443031,202.71508866166127,Retail,Domestic,POS,1,5,1,110.13429386049276,130.92901562309302,2,0,25
2857,1703,2025-08-28 00:01:17.443031,50.674172734306055,Gas Station,Domestic,POS,0,3,0,71.79841347350309,65.54800223754768,7,0,15
2858,1574,2025-09-30 19:30:27.443031,8.815246280784558,Retail,Domestic,Online,19,1,0,32.26868499554109,22.748298645249488,7,0,0
2859,2608,2025-08-30 16:53:15.443031,118.14297724348775,Gas Station,International,Online,16,5,1,118.14297724348775,,1,0,30
2860,4232,2025-10-04 20:40:38.443031,36.30912674017168,Restaurant,Domestic,Online,20,5,1,83.84136650365319,61.53739711868744,4,0,10
2861,4752,2025-08-03 06:38:49.443031,8.346982093953823,Retail,Domestic,Mobile,6,6,1,13.207021704450215,5.110742609423576,3,0,10
2862,2112,2025-09-19 08:54:51.443031,127.37741700142793,Restaurant,International,Online,8,4,0,54.779881568338595,64.54860502215915,3,0,20
2863,1687,2025-09-18 14:40:44.443031,70.8312975431989,Retail,Domestic,Online,14,3,0,35.88086171755701,24.360802607808697,4,0,0
2864,3828,2025-08-25 03:55:16.443031,65.78345870424484,Online,Domestic,POS,3,0,0,58.25191802998595,32.42093102600565,7,0,15
2865,3632,2025-10-22 12:16:53.443031,61.752658996706366,Travel,International,POS,12,2,0,35.557720030826644,37.045237951082555,2,0,20
2866,4828,2025-08-26 02:16:39.443031,11.178420896390072,Restaurant,Domestic,POS,2,1,0,33.586854168855616,43.797508764142016,3,0,15
2867,3636,2025-10-18 15:08:43.443031,11.849871971192307,Retail,Domestic,Online,15,5,1,43.28109365880722,51.787873036524914,5,0,10
2868,4230,2025-08-12 06:20:30.443031,58.284581496212304,Gas Station,Domestic,POS,6,1,0,61.73656066696614,4.881835760309505,2,0,0
2869,1488,2025-10-05 01:57:48.443031,12.405298693948252,Retail,Domestic,POS,1,6,1,42.6549909739866,32.6691431757082,4,0,25
2870,4018,2025-10-04 20:43:53.443031,28.872466696934364,Gas Station,Domestic,POS,20,5,1,24.571605827828222,6.082335770969643,2,0,10
2871,2347,2025-10-03 22:57:25.443031,76.16342952561237,Restaurant,Domestic,Mobile,22,4,0,55.285931738568785,28.38267177731657,4,0,0
2872,4681,2025-09-27 21:16:36.443031,76.61285359172686,Restaurant,Domestic,POS,21,5,1,38.85670874977524,33.5210023900571,4,0,10
2873,4452,2025-08-13 20:59:22.443031,30.18925757415311,Travel,Domestic,POS,20,2,0,33.468913912142966,18.421960659291287,4,0,0
2874,4173,2025-10-13 00:46:28.443031,78.55653906273038,Gas Station,Domestic,POS,0,0,0,58.41104817012455,62.96227506267466,6,0,15
2875,1493,2025-09-01 01:39:57.443031,91.20022884316285,Retail,Domestic,POS,1,0,0,51.561541472974774,37.66720207528263,4,0,15
2876,2667,2025-09-15 08:48:53.443031,53.178053841467786,Online,Domestic,POS,8,0,0,53.178053841467786,,1,0,0
2877,2637,2025-08-18 17:50:56.443031,12.966125165900245,Travel,Domestic,POS,17,0,0,28.1604306536665,29.028216694358463,3,0,0
2878,1018,2025-08-08 18:07:23.443031,16.01107453576824,Retail,Domestic,POS,18,4,0,22.76008207755833,11.781370246515507,9,0,0
2879,4525,2025-08-16 11:38:46.443031,18.905228884398362,Restaurant,Domestic,Mobile,11,5,1,28.44109176082036,13.485746608766103,2,0,10
2880,4553,2025-10-12 20:58:29.443031,6.210412721850302,Gas Station,International,Online,20,6,1,34.6666612866041,60.137734421206254,4,0,30
2881,4665,2025-08-10 10:56:04.443031,15.952419294966106,Gas Station,Domestic,POS,10,6,1,8.826158894195002,10.078054107772823,2,0,10
2882,3444,2025-08-19 22:57:48.443031,11.75569709046326,Travel,Domestic,Online,22,1,0,62.82956112469935,45.01972833212743,4,0,0
2883,2000,2025-10-12 17:01:50.443031,30.378643849081133,Gas Station,Domestic,Online,17,6,1,84.21529371616542,76.13652039476229,2,0,10
2884,4350,2025-09-13 22:28:57.443031,119.53670013039553,Gas Station,Domestic,Online,22,5,1,36.14357203619483,56.08124061982688,4,0,10
2885,1850,2025-07-30 12:34:27.443031,5.517553877433996,Travel,Domestic,POS,12,2,0,7.33467287968386,4.154255257290596,3,0,0
2886,2388,2025-09-01 00:16:40.443031,63.69615025735597,Gas Station,Domestic,POS,0,0,0,40.38043293866428,32.97340364855104,2,0,15
2887,2354,2025-09-19 18:17:29.443031,58.12283324510086,Online,Domestic,Online,18,4,0,65.9021843935531,12.69624597261549,3,0,0
2888,4712,2025-09-21 12:49:51.443031,5.032702570786805,Restaurant,Domestic,POS,12,6,1,5.032702570786805,,1,0,10
2889,2367,2025-09-01 18:57:12.443031,127.92060180809035,Gas Station,Domestic,POS,18,0,0,78.77434697957874,46.13115595370722,5,0,0
2890,1821,2025-09-11 08:27:45.443031,42.02116745562906,Travel,Domestic,POS,8,3,0,54.89899567928334,37.754625605820706,6,0,0
2891,1454,2025-10-13 23:59:44.443031,22.606261910020944,Online,Domestic,Online,23,0,0,40.54494695206324,63.17971300812055,4,0,0
2892,2624,2025-09-19 12:45:30.443031,70.63984013970563,Online,Domestic,POS,12,4,0,69.77883493173957,47.48582738322192,3,0,0
2893,3772,2025-08-09 13:43:00.443031,14.877561195714273,Grocery,International,POS,13,5,1,8.854143795096704,6.097784801145554,3,0,30
2894,4726,2025-09-25 09:16:15.443031,59.12848094443427,Restaurant,Domestic,Mobile,9,3,0,42.157479535433986,36.94911975943816,5,0,0
2895,4136,2025-10-21 19:46:17.443031,2.026060715679061,Retail,Domestic,Mobile,19,1,0,26.281962729164604,26.257345014516588,5,1,0
2896,4147,2025-08-05 08:13:28.443031,91.44442630510807,Gas Station,Domestic,POS,8,1,0,57.0276479156582,46.77309820071753,3,0,0
2897,1710,2025-08-03 08:31:56.443031,29.725839304257452,Grocery,Domestic,POS,8,6,1,37.30473501250843,10.71817709841978,2,0,10
2898,3190,2025-08-27 00:01:39.443031,50.62534181943613,Travel,Domestic,Online,0,2,0,16.4046031415109,22.94708318326341,4,0,15
2899,1916,2025-09-04 15:06:28.443031,12.502478415255554,Gas Station,International,POS,15,3,0,32.925352615689754,28.882305676893626,2,0,20
2900,4986,2025-10-05 13:54:15.443031,56.51655971843924,Retail,International,Online,13,6,1,31.94009775266902,25.256782466793847,6,0,30
2901,3875,2025-10-05 18:24:56.443031,73.97320236732034,Travel,Domestic,Online,18,6,1,29.472899332288126,26.733119267143213,5,0,10
2902,3652,2025-09-12 10:41:54.443031,32.047967073859446,Restaurant,Domestic,POS,10,4,0,38.31972860105468,32.69610784522528,5,0,0
2903,2496,2025-09-17 00:17:15.443031,48.081003364410016,Travel,Domestic,POS,0,2,0,102.58639242557523,94.64408782620431,4,0,15
2904,2440,2025-09-05 20:33:00.443031,30.4702668173313,Online,International,POS,20,4,0,48.05659620332174,17.67283129393809,3,0,20
2905,1304,2025-10-10 15:36:40.443031,112.25892653570044,Retail,Domestic,Online,15,4,0,79.25124793795788,46.67990673537965,2,0,0
2906,1735,2025-09-05 17:22:38.443031,34.444729832738915,Restaurant,Domestic,POS,17,4,0,77.65381550835458,61.10687498019671,2,0,0
2907,4568,2025-10-15 21:50:52.443031,92.19751379574997,Online,International,POS,21,2,0,34.64327877160324,49.86493833972898,3,0,20
2908,3338,2025-09-21 18:56:36.443031,80.81105790325789,Gas Station,Domestic,POS,18,6,1,40.867345152835306,37.59017917801498,4,0,10
2909,2963,2025-08-04 03:10:46.443031,26.424436887307056,Grocery,Domestic,POS,3,0,0,58.11576962383064,65.43826075761584,3,0,15
2910,3149,2025-08-09 03:21:38.443031,13.073724992009117,Gas Station,International,Online,3,5,1,13.073724992009117,,1,0,45
2911,3009,2025-08-27 18:03:21.443031,26.050711974117824,Travel,Domestic,POS,18,2,0,22.81054865848683,4.582282905269131,2,0,0
2912,4338,2025-09-28 08:05:07.443031,87.49750234202317,Restaurant,Domestic,Online,8,6,1,74.4396514377132,60.09687240213474,3,0,10
2913,3914,2025-08-04 04:08:42.443031,12.914742616667565,Travel,Domestic,POS,4,0,0,62.24045880887611,44.18919112156762,4,0,15
2914,4015,2025-09-09 15:50:40.443031,37.16272690745704,Travel,Domestic,POS,15,1,0,37.16272690745704,,1,0,0
2915,4693,2025-09-11 04:47:53.443031,82.01979725700103,Gas Station,International,Mobile,4,3,0,57.94098479076611,50.15916060075864,4,0,35
2916,4021,2025-10-02 00:05:48.443031,21.80736200608797,Restaurant,International,Online,0,3,0,28.916320680018753,12.221003613064376,4,1,35
2917,3889,2025-09-16 04:51:51.443031,51.39040211595744,Gas Station,Domestic,Online,4,1,0,74.40684982472965,31.240380595579744,3,0,15
2918,1961,2025-08-30 10:06:20.443031,14.093720086588949,Gas Station,Domestic,POS,10,5,1,16.827816523452398,12.560816062643154,3,0,10
2919,3989,2025-08-09 10:22:09.443031,5.786226593451504,Online,Domestic,POS,10,5,1,56.66733162665972,46.0057869959651,4,0,10
2920,4848,2025-10-21 05:07:24.443031,79.08730110711855,Travel,Domestic,Online,5,1,0,79.08730110711855,,1,0,15
2921,2026,2025-10-16 11:09:47.443031,5.210759889723601,Grocery,Domestic,Mobile,11,3,0,4.502717681340038,1.0013228938286314,2,0,0
2922,3132,2025-10-11 17:28:20.443031,15.830242978489665,Restaurant,Domestic,Mobile,17,5,1,15.830242978489665,,1,0,10
2923,4865,2025-09-19 11:57:29.443031,96.5888227953292,Gas Station,Domestic,Mobile,11,4,0,60.254668973508544,50.03471813004132,5,0,0
2924,3375,2025-09-28 02:09:21.443031,21.26828747189617,Gas Station,Domestic,POS,2,6,1,37.232685983791725,22.57706889065155,2,0,25
2925,3863,2025-09-23 00:58:07.443031,180.67997183712342,Gas Station,International,Mobile,0,1,0,96.203409331578,79.50857815208104,4,0,35
2926,2473,2025-08-14 15:19:58.443031,194.94135965414327,Restaurant,Domestic,Mobile,15,3,0,72.62995622376916,75.64025710397286,6,0,0
2927,3501,2025-10-10 12:23:20.443031,15.617595662731285,Travel,Domestic,POS,12,4,0,84.81621253176927,48.524315457751165,4,0,0
2928,2947,2025-08-09 11:59:47.443031,2.0920747772582007,Online,Domestic,POS,11,5,1,23.41189241261626,30.15077524724446,2,0,10
2929,3676,2025-09-07 23:24:06.443031,61.04972341928541,Retail,Domestic,Online,23,6,1,72.52511070787648,16.22864833700932,2,0,10
2930,4292,2025-09-14 19:05:08.443031,29.981612621741387,Travel,Domestic,POS,19,6,1,19.161313184891384,11.40302066703627,3,0,10
2931,2177,2025-10-24 09:26:29.443031,5.309867950099082,Gas Station,Domestic,Online,9,4,0,56.88569163759987,101.3620521530507,5,0,0
2932,1664,2025-10-20 06:24:28.443031,61.46843144767957,Travel,Domestic,Mobile,6,0,0,38.577011352993196,32.37335675988547,2,0,0
2933,1011,2025-08-02 08:26:57.443031,1.5835594071890102,Retail,Domestic,Mobile,8,5,1,75.44238632704013,114.60985183623687,5,0,10
2934,2156,2025-10-16 16:36:32.443031,102.0867489029543,Retail,Domestic,Mobile,16,3,0,57.71831362650163,62.74644290923223,2,0,0
2935,1303,2025-08-09 00:38:39.443031,7.462864465715478,Grocery,Domestic,POS,0,5,1,11.169422743534746,5.241864986218272,2,0,25
2936,4364,2025-09-16 06:35:36.443031,6.808851819741167,Retail,Domestic,POS,6,1,0,16.9129652798787,11.252068893416459,3,0,0
2937,4022,2025-08-11 19:52:47.443031,9.659356574647306,Travel,Domestic,Online,19,0,0,14.63712119843607,5.425370176105378,3,0,0
2938,4371,2025-08-26 11:59:22.443031,161.27785284884624,Travel,Domestic,POS,11,1,0,96.13370840439914,67.76585961385462,3,0,0
2939,2763,2025-08-12 23:00:24.443031,59.07296728405438,Gas Station,Domestic,POS,23,1,0,36.65177791251413,21.506598392883767,3,0,0
2940,3830,2025-08-12 16:44:18.443031,80.8159605838844,Retail,Domestic,Online,16,1,0,80.8159605838844,,1,0,0
2941,1042,2025-08-28 07:10:55.443031,25.344584071430386,Gas Station,Domestic,POS,7,3,0,39.020471683673584,31.211961695925144,6,0,0
2942,1943,2025-10-04 20:11:30.443031,20.49721078037022,Travel,Domestic,POS,20,5,1,87.57691763980979,98.87695686416782,6,0,10
2943,3390,2025-08-18 20:42:42.443031,13.360258579604439,Online,Domestic,POS,20,0,0,14.21664386107559,8.131134260562753,3,0,0
2944,2349,2025-08-30 13:37:12.443031,32.75867264315258,Online,Domestic,Mobile,13,5,1,41.77064297797909,18.42003321821499,3,0,10
2945,4885,2025-09-16 08:26:51.443031,40.12899142017238,Online,Domestic,POS,8,1,0,40.12899142017238,,1,0,0
2946,3545,2025-10-22 20:39:23.443031,49.953034500479085,Retail,Domestic,POS,20,2,0,49.953034500479085,,1,0,0
2947,3411,2025-08-24 13:12:30.443031,14.860937046330228,Travel,Domestic,Mobile,13,6,1,100.7837416083968,76.37659513393582,3,0,10
2948,1890,2025-10-18 02:29:47.443031,148.45849090365854,Travel,Domestic,POS,2,5,1,46.356646876807005,68.34605806562512,4,0,25
2949,3474,2025-08-04 15:05:05.443031,9.301932724919808,Grocery,Domestic,POS,15,0,0,50.05752150356858,57.44866768292052,3,0,0
2950,2004,2025-08-21 07:16:50.443031,168.5622844321864,Restaurant,Domestic,Online,7,3,0,121.46847613050645,66.60070240403446,2,0,0
2951,1020,2025-08-16 00:44:40.443031,0.7483789978357517,Travel,Domestic,POS,0,5,1,3.7150147246403407,4.195456479467614,2,0,25
2952,1406,2025-09-27 15:07:05.443031,32.80468029556903,Retail,Domestic,POS,15,5,1,63.42681833169095,32.88204613533763,3,0,10
2953,3666,2025-09-19 10:52:53.443031,20.275843331122868,Gas Station,Domestic,Mobile,10,4,0,36.61311854078725,15.462971746066131,3,0,0
2954,2014,2025-08-23 14:50:43.443031,29.812223832073414,Gas Station,Domestic,POS,14,5,1,33.67269913060365,24.167149718305303,5,1,10
2955,1335,2025-08-09 02:59:45.443031,42.27583991876923,Grocery,Domestic,Online,2,5,1,24.289078242798915,18.90495234011784,4,0,25
2956,2838,2025-09-26 15:44:08.443031,28.59864247151016,Travel,Domestic,Online,15,4,0,46.18397319900436,65.22835901820332,4,0,0
2957,4188,2025-08-26 08:57:37.443031,26.794083582809776,Grocery,Domestic,POS,8,1,0,37.6103659319449,31.137207331933716,5,0,0
2958,2147,2025-09-25 15:02:58.443031,65.9735629712419,Travel,International,Online,15,3,0,44.92002961176005,28.669413957773948,3,0,20
2959,3446,2025-09-17 18:25:19.443031,57.89841711478137,Travel,Domestic,POS,18,2,0,57.89841711478137,,1,0,0
2960,3840,2025-08-06 01:01:55.443031,89.56936153662441,Retail,Domestic,POS,1,2,0,89.56936153662441,,1,0,15
2961,2827,2025-09-14 18:24:30.443031,14.381369113332191,Travel,Domestic,Online,18,6,1,50.04966794681474,57.463006417255905,6,0,10
2962,1714,2025-09-28 04:56:13.443031,47.02001603503519,Gas Station,Domestic,POS,4,6,1,44.37744997106062,24.46502299103265,3,0,25
2963,1050,2025-08-13 08:16:41.443031,43.99731156644322,Online,Domestic,Online,8,2,0,33.07064274402995,24.235865742495513,4,0,0
2964,4854,2025-09-23 10:20:30.443031,23.08096864773292,Retail,Domestic,POS,10,1,0,54.04811698093381,40.091922584878105,10,0,0
2965,1323,2025-09-22 08:19:56.443031,33.282198451038006,Gas Station,International,POS,8,0,0,33.282198451038006,,1,0,20
2966,1788,2025-08-11 22:37:36.443031,18.828006315827547,Online,Domestic,Online,22,0,0,22.30535265682669,4.917710356509444,2,0,0
2967,1140,2025-08-13 14:15:15.443031,7.6484920589101275,Restaurant,Domestic,POS,14,2,0,41.514854345336815,52.55303564680033,4,0,0
2968,1469,2025-09-29 22:17:12.443031,12.027280294355396,Gas Station,Domestic,Mobile,22,0,0,56.73539451922996,81.57413290362734,3,0,0
2969,1786,2025-09-26 14:28:12.443031,5.57528160241138,Grocery,Domestic,Online,14,4,0,96.55337608600142,85.9118244469158,3,0,0
2970,2825,2025-10-05 22:31:26.443031,57.453650464458306,Travel,Domestic,Mobile,22,6,1,90.09398024710833,88.242846900346,3,0,10
2971,2357,2025-10-23 13:08:32.443031,54.04756723183329,Restaurant,Domestic,POS,13,3,0,29.638149102578872,17.00582934036532,5,0,0
2972,2916,2025-09-24 17:24:14.443031,150.3966921228232,Online,Domestic,Mobile,17,2,0,111.51774852769033,54.98312932297548,2,0,0
2973,1963,2025-08-29 18:02:19.443031,65.40714840839523,Retail,International,Online,18,4,0,34.22896330527622,26.989699689728717,4,0,20
2974,4055,2025-10-17 18:33:54.443031,2.6724565507223534,Online,Domestic,Online,18,4,0,11.156578334530423,9.364090151311393,3,0,0
2975,1372,2025-10-25 16:14:25.443031,107.81404464833193,Retail,Domestic,Mobile,16,5,1,63.00669427360907,63.36716259393626,2,0,10
2976,4635,2025-09-20 16:39:11.443031,99.27030431620804,Grocery,Domestic,Online,16,5,1,67.84270922336944,44.44533121306248,2,0,10
2977,3541,2025-07-31 23:19:03.443031,29.288264332761475,Restaurant,Domestic,Mobile,23,3,0,37.50596450376321,21.07320788595122,4,0,0
2978,4610,2025-10-16 02:16:04.443031,44.07792820157113,Retail,International,Online,2,3,0,46.34048791250998,32.51281530367064,3,0,35
2979,2692,2025-10-19 20:05:02.443031,186.64853198210918,Online,Domestic,Online,20,6,1,63.74132822874532,106.4410138921375,3,0,10
2980,3798,2025-07-30 17:26:35.443031,37.996877236838614,Restaurant,Domestic,POS,17,2,0,60.84128845433585,42.62216065498327,4,0,0
2981,2179,2025-08-04 20:35:27.443031,117.86359028174375,Restaurant,Domestic,POS,20,0,0,67.03559642394384,67.68592498347925,4,0,0
2982,3338,2025-08-01 09:15:42.443031,4.334503674848275,Retail,Domestic,Online,9,4,0,40.867345152835306,37.59017917801498,4,0,0
2983,2671,2025-09-28 06:01:24.443031,10.601023928785766,Grocery,Domestic,Mobile,6,6,1,10.601023928785766,,1,0,10
2984,4215,2025-10-10 19:56:25.443031,29.058375903162315,Online,Domestic,Online,19,4,0,27.690285679878585,13.03373242199615,3,0,0
2985,1105,2025-09-21 23:18:08.443031,43.94454631891217,Retail,Domestic,Online,23,6,1,32.08479422696918,16.772222254808458,2,0,10
2986,2443,2025-08-22 16:01:15.443031,84.70293070364204,Retail,Domestic,Online,16,4,0,45.86921432481608,35.550867307397326,3,0,0
2987,3717,2025-09-29 04:34:15.443031,222.2466823166207,Restaurant,Domestic,POS,4,0,0,138.54466784350234,106.26913405901273,3,0,15
2988,2681,2025-08-17 10:32:49.443031,24.62076496909344,Retail,Domestic,POS,10,6,1,44.44571245551857,23.42164654143014,6,0,10
2989,1001,2025-10-10 10:28:19.443031,2.4288302460960343,Retail,Domestic,POS,10,4,0,25.800040489966996,24.083334534830602,5,0,0
2990,3636,2025-09-21 12:30:15.443031,80.76563257237441,Online,Domestic,POS,12,6,1,43.28109365880722,51.787873036524914,5,0,10
2991,3691,2025-09-06 10:02:44.443031,46.365147100285355,Gas Station,Domestic,Online,10,5,1,46.365147100285355,,1,0,10
2992,3137,2025-09-25 23:37:30.443031,11.06618908425252,Retail,Domestic,Mobile,23,3,0,48.950162452498425,53.576028933954504,2,0,0
2993,4416,2025-09-28 00:17:07.443031,34.142860876487056,Online,Domestic,POS,0,6,1,33.52854033121245,10.857039354489617,5,0,25
2994,1349,2025-07-30 21:53:57.443031,67.79994598574825,Online,Domestic,POS,21,2,0,67.79994598574825,,1,0,0
2995,4530,2025-09-14 07:50:27.443031,73.57339766307602,Retail,Domestic,POS,7,6,1,41.39122714984925,32.562162142631045,3,0,10
2996,2286,2025-10-22 06:50:27.443031,34.619214781409596,Restaurant,Domestic,POS,6,2,0,34.619214781409596,,1,0,0
2997,4422,2025-09-26 20:43:34.443031,18.207607875606307,Retail,Domestic,POS,20,4,0,18.207607875606307,,1,0,0
2998,4179,2025-09-18 22:36:56.443031,181.99033704277434,Retail,Domestic,POS,22,3,0,87.15303018053834,91.09038594181396,3,1,0
2999,4657,2025-08-25 02:18:42.443031,54.437446241678536,Restaurant,International,POS,2,0,0,47.37545707997189,15.820540783335368,3,0,35
3000,2062,2025-09-28 07:04:49.443031,26.232496985922015,Retail,Domestic,Mobile,7,6,1,61.73091032915222,53.26775976122956,5,0,10
3001,3956,2025-08-26 07:15:30.443031,16.457382048613475,Retail,Domestic,POS,7,1,0,45.00648338237145,50.86418191898317,3,0,0
3002,3206,2025-09-12 20:40:15.443031,65.67134045626736,Online,Domestic,Online,20,4,0,24.583785811337247,35.75977475009953,3,0,0
